name	bad_versions	incident	confidence	sources
dagu-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
dahdi-linux	*	atomic-arch-2026-06	single-source	aur-git-mirror
dalbum	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
darwinia	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
dashcore	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
datatype99	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
davtools	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
dbxcli	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ddgtk	0.1.r16.g82f07e1-1	atomic-arch-2026-06	primary-source	research-2026-06-12
deepin-mail-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
deepin-wine6-stable	*	atomic-arch-2026-06	single-source	aur-git-mirror
deheader	*	atomic-arch-2026-06	primary-source	aur-general-thread,grht-list,aur-git-mirror,cscs-list
delaycut	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
denaro	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
dep	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
desktopnova	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
desync-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
dexed-ide-bin	*	atomic-arch-2026-06	single-source	aur-git-mirror
dfhack	*	atomic-arch-2026-06	single-source	aur-git-mirror
dfhack-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
dh-python	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
dianara	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
dibuja	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
difi	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
difi-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
digikam-without-akonadi	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
digitemp	3.7.2-1	atomic-arch-2026-06	primary-source	aur-git-mirror
distrho-ports-lv2-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
dkopp	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
dmg2dir	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
docker-gc-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
docopts	*	atomic-arch-2026-06	single-source	aur-git-mirror
doctoc	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
doom3-inhell	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
doomsday	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
dot-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
dots-hyprland-fork-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
dptf	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
drascula	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
drbl-experimental	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
drm_tools	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
droopy-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
dropbox-kde-systray-icons	*	atomic-arch-2026-06	single-source	aur-git-mirror
dsd	1.7.0-1	atomic-arch-2026-06	primary-source	aur-git-mirror
dsdcc-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
dub-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
dukto	*	atomic-arch-2026-06	single-source	aur-git-mirror
dvbcut	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
dvdrip	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
dvorak7min	*	atomic-arch-2026-06	single-source	aur-git-mirror
dyad-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
dynamodb	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
e4rat-lite-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
easy_spice	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,aur-git-mirror,cachyos-forum
easymp3gain-qt4-bin	*	atomic-arch-2026-06	single-source	aur-git-mirror
easytag-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
echinus-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
echo-icon-theme-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
eclipse-checkstyle	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
eclipse-i18n-de	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
eclipse-i18n-fr	*	atomic-arch-2026-06	single-source	aur-git-mirror
eclipse-markdown	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
edconv-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
edx-downloader-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
eel-language	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
efiboots-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,cscs-list,aur-git-mirror,cachyos-forum
eisl	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
electrum-bin	*	atomic-arch-2026-06	single-source	aur-git-mirror
electrum-nmc	*	atomic-arch-2026-06	primary-source	aur-general-thread,cscs-list,aur-git-mirror,cachyos-forum
elm-format-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
elm-platform	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
elmerfem	*	atomic-arch-2026-06	primary-source	aur-general-thread,cscs-list,aur-git-mirror,cachyos-forum
emacs-color-theme	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
emacs-d-mode	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
emacs-ess-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
emacs-find-recursive	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
emacs-icicles	*	atomic-arch-2026-06	single-source	aur-git-mirror
emacs-identica-mode	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
emacs-jabber	*	atomic-arch-2026-06	single-source	aur-git-mirror
emacs-jabber-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
emacs-magit	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
emacs-mew	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
emacs-mmm-mode	*	atomic-arch-2026-06	single-source	aur-git-mirror
emacs-paredit	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
emacs-pkgbuild-mode-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
emacs-popup-el	*	atomic-arch-2026-06	single-source	aur-git-mirror
emacs-sml-mode	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
emacs-yasnippet-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
emms-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
encryptr	*	atomic-arch-2026-06	single-source	aur-git-mirror
energyplus	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
envoy-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
envypn-font	*	atomic-arch-2026-06	single-source	aur-git-mirror
eperiodique	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
epson-inkjet-printer-escpr2-clos-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
errut	*	atomic-arch-2026-06	single-source	aur-git-mirror
eslint-plugin-react	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
etherpad-lite	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
etmtk	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
eviacam	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
evilvte-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
evilwm	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
evopedia-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
evopop-gtk-theme	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
evopop-icon-theme	*	atomic-arch-2026-06	single-source	aur-git-mirror
exact-image	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
exiftags	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
exodas	*	atomic-arch-2026-06	primary-source	aur-general-thread,aur-git-mirror,cscs-list
exodis	*	atomic-arch-2026-06	primary-source	aur-general-thread,aur-git-mirror,cscs-list
exodud	*	atomic-arch-2026-06	primary-source	aur-general-thread,aur-git-mirror,cscs-list
exodus-wallet	*	atomic-arch-2026-06	single-source	aur-git-mirror
exodus-wallet-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
exodusae	*	atomic-arch-2026-06	single-source	aur-git-mirror
exoduss	*	atomic-arch-2026-06	primary-source	aur-general-thread,aur-git-mirror,cscs-list
exoduswallet	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,aur-git-mirror,cachyos-forum
exodux	*	atomic-arch-2026-06	primary-source	aur-general-thread,aur-git-mirror,cscs-list
exoduz	*	atomic-arch-2026-06	primary-source	aur-general-thread,aur-git-mirror,cscs-list
exodys	*	atomic-arch-2026-06	primary-source	aur-general-thread,aur-git-mirror,cscs-list
exouds	*	atomic-arch-2026-06	primary-source	aur-general-thread,aur-git-mirror,cscs-list
fanicontrol	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
fantom	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
farmmod-hub	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
fasd-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
fastjet	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
fastoggenc	*	atomic-arch-2026-06	primary-source	aur-general-thread,grht-list,aur-git-mirror,cscs-list
fatx	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
fbctrl	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
fbff-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
fcitx	*	atomic-arch-2026-06	single-source	aur-git-mirror
fcitx-baidupinyin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
fcitx5-pinyin-sougou-dict-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
featherwallet-appimage	*	atomic-arch-2026-06	single-source	aur-git-mirror
fengoffice	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ffdiaporama-texturemate	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ffmpeg-bitrate-stats	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
ffmpeg-quality-metrics	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
ffmpeg3.4	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
fifth	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
filebot47	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
findpkg-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
firebird	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
firefox-extension-adnauseam-bin-amo	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
firefox-patch-bin	*	chaos-rat-2025	single-source	linuxiac
firmium-desktop-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
firmware-mod-kit	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
fisher-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
fishui	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
fishui-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
flashfocus	*	atomic-arch-2026-06	primary-source	aur-general-thread,cscs-list,aur-git-mirror,cachyos-forum
flatcam-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
flexiblas	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
flow	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
flow-pomodoro	*	atomic-arch-2026-06	single-source	aur-git-mirror
flowblade-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
flv2x264	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
flynarwhal	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
fmlib	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
fontweak	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
forgecode-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
formidable-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
fortune-mod-firefly	*	atomic-arch-2026-06	single-source	aur-git-mirror
fpp-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
frame	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
freemind-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
freeter	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
frutool	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
fs2-knossos	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
fs2_open-mediavps	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
fspy	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
fstar-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ft232r_prog	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
ftl	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,aur-git-mirror,cachyos-forum
fuego-svn	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
fuel	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
fusion-icon	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
fusion-icon-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
futhark-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
fwlogwatch	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
g2	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
g3data	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
gahshomar	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
gaiaui-amd	*	atomic-arch-2026-06	single-source	aur-git-mirror
galaxy2	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
gameflow-deck-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
gamma-launcher	*	atomic-arch-2026-06	single-source	aur-git-mirror
ganyremote	*	atomic-arch-2026-06	single-source	aur-git-mirror
garmindev	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gavrasm	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gcal	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gcccpuopt	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gcstar	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gcstar-gitlab	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
gdl	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
gdlmm	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
gecode	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
geekcode	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
geforcenow-electron	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gemistdownloader	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
get_flash_videos	*	atomic-arch-2026-06	single-source	aur-git-mirror
getlive	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gfxbench	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
ggoban	*	atomic-arch-2026-06	single-source	aur-git-mirror
gimp-plugin-arrow	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gist-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gisto	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
git-annex-standalone	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
git-flow-completion-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
git-remote-hg-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
git-time-machine	*	atomic-arch-2026-06	single-source	aur-git-mirror
gitflow-avh	*	atomic-arch-2026-06	single-source	aur-git-mirror
gitfs	*	atomic-arch-2026-06	single-source	aur-git-mirror
gitinspector	*	atomic-arch-2026-06	single-source	aur-git-mirror
gitosis-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
gitso	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
gitter-bin	*	atomic-arch-2026-06	single-source	aur-git-mirror
gkraken	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gle-graphics	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
globalplatform	*	atomic-arch-2026-06	single-source	aur-git-mirror
globalprotect-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
glosstex	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
glsl-debugger-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
gmp4	*	atomic-arch-2026-06	single-source	aur-git-mirror
gmt-coast	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gmt-cpt-city	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gnomato	*	atomic-arch-2026-06	single-source	aur-git-mirror
gnome-battery-bench-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gnome-contacts-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
gnome-directory-thumbnailer	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gnome-pass-search-provider-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gnome-randr-rust	*	atomic-arch-2026-06	primary-source	sonatype,aur-general-thread,cscs-list,aur-git-mirror,cachyos-forum
gnome-rdp	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gnome-shell-extension-cpufreq-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
gnome-shell-extension-custom-hot-corners-extended	*	atomic-arch-2026-06	single-source	aur-git-mirror
gnome-shell-extension-dynamic-top-bar	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gnome-shell-extension-hibernate-status-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gnome-shell-extension-topicons-plus	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gnome-shell-extension-transmission-daemon-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gnome-shell-extension-x11gestures	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gnome-shell-theme-arc-clearly-dark-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gnome-specimen	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gnome-terminal-fedora	*	atomic-arch-2026-06	single-source	aur-git-mirror
gnome-usage-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gnome-xcf-thumbnailer	*	atomic-arch-2026-06	single-source	aur-git-mirror
gnuplot-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
gnutls3.8.9	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
gog-the-witcher-2-assassins-of-kings	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,cachyos-forum
gogs-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gohufont-powerline	*	atomic-arch-2026-06	single-source	aur-git-mirror
google-authenticator-libpam-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
gopenvpn-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gopher2600	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
gopher2600-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
goqat	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gosh	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
gpicsync	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gpshell	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gpx-viewer	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
gr-osmosdr-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
graal-bin	*	atomic-arch-2026-06	single-source	aur-git-mirror
graveman	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
green-tunnel-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
greenisland	*	atomic-arch-2026-06	single-source	aur-git-mirror
greetd-wlgreet-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
gridmgr-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
grim-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
grpn	*	atomic-arch-2026-06	single-source	aur-git-mirror
grub-luks-keyfile	*	atomic-arch-2026-06	primary-source	aur-git-mirror
grub4dos	*	atomic-arch-2026-06	primary-source	aur-git-mirror
gsettings-desktop-schemas-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gtk-theme-bsm-simple	*	atomic-arch-2026-06	single-source	aur-git-mirror
gtk-theme-metagrip	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gtk-theme-windows10-dark	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gtk-vnc-gtk2	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gtkimageview	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
gtksetpwc	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
gtkterm-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
guake-colors-solarized-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
guile-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
guile-reader	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
guile-ssh	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
guiscrcpy	*	atomic-arch-2026-06	primary-source	aur-general-thread,aur-git-mirror
gummy	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
gummy-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
gxemul	*	atomic-arch-2026-06	single-source	aur-git-mirror
ha-pacemaker-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
hackmatrix-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
halberd	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
happy-cli	*	atomic-arch-2026-06	single-source	aur-git-mirror
hardcode-tray	*	atomic-arch-2026-06	single-source	aur-git-mirror
harminv	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
